"pid","grp","duration","entry","exit","num","ind"
1889,"inactive",186,108,206,6294,1
1890,"inactive",207,121,231,6294,1
1892,"inactive",249,152,271,6294,1
1902,"inactive",231,137,254,6294,1
1916,"inactive",226,134,246,6294,1
1922,"inactive",238,143,264,6294,1
1936,"inactive",221,131,242,6294,1
1949,"inactive",216,128,236,6294,1
1951,"inactive",184,107,209,6294,1
1954,"inactive",231,137,250,6294,1
1965,"inactive",226,134,247,6294,1
1977,"inactive",208,122,229,6294,1
1987,"inactive",212,125,233,6294,1
1988,"inactive",205,120,231,6294,1
1994,"inactive",222,132,243,6294,1
1999,"inactive",198,116,221,6294,1
2005,"inactive",195,113,214,6294,1
2018,"inactive",223,132,244,6294,1
2030,"inactive",183,106,205,6294,1
2035,"inactive",227,135,247,6294,1
2037,"inactive",242,145,259,6294,1
2046,"inactive",203,119,221,6294,1
2047,"inactive",217,128,241,6294,1
2050,"inactive",200,117,221,6294,1
2052,"inactive",245,147,267,6294,1
2053,"inactive",220,130,242,6294,1
2056,"inactive",212,125,233,6294,1
2061,"inactive",217,128,237,6294,1
2066,"inactive",217,128,243,6294,1
2067,"inactive",233,139,252,6294,1
2106,"inactive",243,146,262,6294,1
2108,"inactive",243,146,267,6294,1
2121,"inactive",257,161,275,6294,1
2133,"inactive",245,147,268,6294,1
2137,"inactive",239,143,257,6294,1
2140,"inactive",249,152,271,6294,1
2142,"inactive",256,160,277,6294,1
2173,"inactive",239,143,257,6294,1
2179,"inactive",237,141,260,6294,1
2184,"inactive",248,151,268,6294,1
2188,"inactive",237,141,257,6294,1
2190,"inactive",238,142,258,6294,1
2194,"inactive",234,139,253,6294,1
2195,"inactive",245,147,266,6294,1
2197,"inactive",245,149,270,6294,1
2200,"inactive",213,125,235,6294,1
2202,"inactive",247,150,268,6294,1
2211,"inactive",238,142,259,6294,1
2219,"inactive",239,143,262,6294,1
2220,"inactive",243,146,266,6294,1
2222,"inactive",247,150,267,6294,1
2223,"inactive",219,129,235,6294,1
2233,"inactive",249,152,270,6294,1
2238,"inactive",232,138,255,6294,1
2240,"inactive",215,127,233,6294,1
2245,"inactive",245,149,268,6294,1
2246,"inactive",209,122,233,6294,1
